order_id,customer_id,order_status,order_purchase_timestamp,order_estimated_delivery_date,order_delivered_customer_date
order_001647,cust_01390,delivered,2017-12-25 00:44:45,2018-01-04 01:34:29.119571,2018-01-02 10:08:13.491240
order_001648,cust_02996,delivered,2018-06-12 13:09:33,2018-06-20 11:11:47.333258,2018-06-15 19:19:09.266186
order_001649,cust_02137,delivered,2018-03-28 17:21:01,2018-04-08 04:33:48.410994,2018-04-06 00:45:19.127073
order_001650,cust_00209,delivered,2017-04-13 08:49:19,2017-04-20 03:11:43.901220,2017-04-18 06:03:18.069645
order_001651,cust_02314,delivered,2017-01-10 13:04:46,2017-01-19 17:02:00.581777,2017-01-18 06:58:00.556430
order_001652,cust_01841,delivered,2017-01-29 06:51:56,2017-02-05 20:07:23.363984,2017-02-06 21:44:05.125025
order_001653,cust_00353,delivered,2017-11-18 06:29:52,2017-11-26 21:52:46.848372,2017-11-30 11:18:14.772020
order_001654,cust_01593,delivered,2017-03-26 03:06:28,2017-04-04 22:57:50.331211,2017-04-04 02:08:37.005445
order_001655,cust_02888,delivered,2017-05-05 07:52:05,2017-05-14 19:54:15.079797,2017-05-12 16:31:55.065812
order_001656,cust_00063,delivered,2018-04-03 19:16:36,2018-04-12 23:31:57.694774,2018-04-10 23:00:24.370789
order_001657,cust_02424,delivered,2018-04-17 22:27:16,2018-04-25 07:06:47.333526,2018-04-21 06:25:33.380229
order_001658,cust_01584,delivered,2018-03-30 15:15:18,2018-04-08 14:39:46.765454,2018-04-05 19:52:21.896780
order_001659,cust_01920,delivered,2017-05-17 14:59:04,2017-05-27 01:52:00.665057,2017-05-25 01:32:34.236422
order_001660,cust_00128,delivered,2017-12-01 14:43:54,2017-12-09 19:01:08.987165,2017-12-08 10:46:26.167856
order_001661,cust_01059,delivered,2017-11-26 11:25:18,2017-12-05 10:44:07.698902,2017-12-04 22:27:35.537842
order_001662,cust_02638,delivered,2017-04-11 10:09:10,2017-04-20 15:42:45.675397,2017-04-17 22:39:53.128879
order_001663,cust_00398,delivered,2017-10-26 14:54:07,2017-11-05 01:33:46.832917,2017-11-02 11:58:45.119370
order_001664,cust_02698,delivered,2017-10-11 18:49:32,2017-10-20 11:21:05.031704,2017-10-18 16:47:28.538298
order_001665,cust_00010,delivered,2017-08-02 09:55:47,2017-08-10 21:13:31.862411,2017-08-09 19:32:58.724726
order_001666,cust_00851,delivered,2018-02-10 13:34:53,2018-02-20 11:03:05.801162,2018-02-19 22:36:37.168297
order_001667,cust_02218,delivered,2018-01-01 11:17:03,2018-01-11 11:27:47.108771,2018-01-08 17:26:59.949896
order_001668,cust_01147,delivered,2017-10-15 06:51:08,2017-10-23 23:21:47.328001,2017-10-24 13:30:25.973815
order_001669,cust_02306,delivered,2018-01-27 06:58:02,2018-02-05 11:20:02.286148,2018-02-04 17:46:59.384321
order_001670,cust_01110,delivered,2018-02-17 01:53:25,2018-02-25 13:13:51.783795,2018-02-22 05:13:14.107341
order_001671,cust_00143,delivered,2017-11-03 10:33:23,2017-11-12 09:24:59.241068,2017-11-12 12:20:15.435639
order_001672,cust_02124,delivered,2017-05-25 17:05:56,2017-06-03 08:34:23.909064,2017-06-01 15:40:18.317266
order_001673,cust_02773,delivered,2018-02-14 16:27:15,2018-02-22 14:06:56.141237,2018-02-23 09:46:54.897441
order_001674,cust_01863,delivered,2018-01-23 23:39:21,2018-02-02 00:21:05.205205,2018-01-31 08:48:46.738844
order_001675,cust_00288,delivered,2018-06-16 00:57:30,2018-06-24 06:00:25.125402,2018-06-24 18:45:17.018103
order_001676,cust_00405,shipped,2017-03-22 18:15:20,2017-04-01 11:40:35.260167,
order_001677,cust_02178,delivered,2017-08-15 19:04:50,2017-08-25 21:38:59.198826,2017-08-22 17:46:35.317100
order_001678,cust_01800,shipped,2018-05-15 10:28:27,2018-05-25 10:04:19.185005,
order_001679,cust_01123,delivered,2017-10-05 06:47:29,2017-10-16 00:33:02.736442,2017-10-28 21:17:57.221314
order_001680,cust_00937,delivered,2018-05-25 08:34:13,2018-06-05 02:18:20.602112,2018-06-01 02:51:06.785356
order_001681,cust_00492,delivered,2017-01-07 16:22:53,2017-01-15 04:48:56.259124,2017-01-18 14:57:48.322595
order_001682,cust_00920,delivered,2017-01-19 20:41:31,2017-01-27 20:15:59.868711,2017-01-27 15:06:59.268399
order_001683,cust_02162,delivered,2018-03-06 15:25:31,2018-03-14 13:31:28.888244,2018-03-12 08:33:01.884407
order_001684,cust_01176,delivered,2017-07-13 12:20:25,2017-07-23 03:25:24.365822,2017-07-19 17:32:04.761351
order_001685,cust_02554,delivered,2017-10-08 15:39:47,2017-10-18 23:22:26.674639,2017-10-16 06:16:08.621739
order_001686,cust_02631,delivered,2017-08-20 01:41:39,2017-08-28 11:57:23.343677,2017-08-26 21:01:21.264573
order_001687,cust_00858,delivered,2017-08-09 14:35:42,2017-08-18 07:41:04.521217,2017-08-12 14:13:12.926984
order_001688,cust_00567,delivered,2018-05-23 01:00:40,2018-05-31 11:18:48.625178,2018-05-29 23:03:14.206719
order_001689,cust_01165,delivered,2017-02-20 23:01:06,2017-03-02 07:22:48.965212,2017-03-01 05:08:16.565053
order_001690,cust_02877,delivered,2018-02-21 21:20:27,2018-03-01 22:12:22.062414,2018-03-01 15:13:51.017628
order_001691,cust_00542,delivered,2018-04-26 12:12:00,2018-05-04 07:26:42.020157,2018-05-03 16:51:52.018092
order_001692,cust_01454,delivered,2017-12-22 08:58:40,2017-12-31 15:02:22.294249,2018-01-02 05:31:46.709325
order_001693,cust_01338,delivered,2017-08-02 17:34:32,2017-08-12 09:09:34.208101,2017-08-07 13:04:40.980646
order_001694,cust_01069,delivered,2017-03-28 15:18:07,2017-04-06 01:52:48.749327,2017-04-05 02:42:01.443563
order_001695,cust_00489,delivered,2018-01-04 16:55:50,2018-01-15 08:00:34.721433,2018-01-11 08:46:37.792051
order_001696,cust_00522,delivered,2017-09-11 12:22:26,2017-09-22 10:58:39.094243,2017-09-17 20:04:23.400707
order_001697,cust_02041,delivered,2017-03-22 05:40:13,2017-03-30 08:10:05.241897,2017-03-28 21:51:12.551257
order_001698,cust_02759,delivered,2017-07-14 01:45:28,2017-07-21 21:02:05.064343,2017-07-23 10:01:01.922832
order_001699,cust_00552,delivered,2018-06-04 06:47:57,2018-06-12 14:46:41.813354,2018-06-10 17:52:33.883571
order_001700,cust_00939,delivered,2017-05-24 12:41:45,2017-06-02 05:48:35.222231,2017-06-01 00:38:15.404209
order_001701,cust_02634,delivered,2017-04-07 10:10:35,2017-04-14 23:16:20.678025,2017-04-15 01:25:06.121638
order_001702,cust_00453,delivered,2018-01-04 12:09:10,2018-01-12 07:55:37.976318,2018-01-11 14:45:57.965222
order_001703,cust_01735,delivered,2017-04-18 06:39:53,2017-04-26 17:29:18.764769,2017-04-27 20:21:01.505627
order_001704,cust_01246,delivered,2018-05-12 22:30:31,2018-05-22 19:45:51.363714,2018-05-21 06:50:48.103927
order_001705,cust_01372,delivered,2018-04-09 08:48:06,2018-04-18 03:34:50.674592,2018-04-19 04:06:15.100106
order_001706,cust_01339,delivered,2018-06-16 20:18:27,2018-06-24 05:46:59.470911,2018-06-23 01:43:02.947952
order_001707,cust_00760,delivered,2018-05-08 09:22:58,2018-05-16 14:11:40.017607,2018-05-15 21:37:05.484921
order_001708,cust_01895,delivered,2017-05-12 10:38:45,2017-05-22 14:41:02.736077,2017-05-21 02:26:53.410770
order_001709,cust_02657,delivered,2017-04-25 14:29:33,2017-05-03 13:19:49.931764,2017-05-03 15:35:37.391629
order_001710,cust_00706,delivered,2017-07-05 06:18:54,2017-07-15 05:12:31.676888,2017-07-12 00:11:47.183859
order_001711,cust_00663,delivered,2017-09-11 05:16:38,2017-09-22 04:53:06.582926,2017-09-24 00:23:55.852988
order_001712,cust_02188,delivered,2018-04-21 09:06:02,2018-04-30 15:28:26.149036,2018-04-29 09:53:01.435865
order_001713,cust_00134,delivered,2018-02-01 19:18:10,2018-02-11 13:20:03.355851,2018-02-08 18:15:40.119530
order_001714,cust_01401,delivered,2017-12-14 03:28:13,2017-12-24 00:00:59.965408,2017-12-20 00:38:30.589396
order_001715,cust_01364,delivered,2018-04-20 10:30:03,2018-04-28 23:05:31.538286,2018-04-28 04:34:33.738378
order_001716,cust_01471,delivered,2017-12-15 16:07:50,2017-12-24 05:57:08.042485,2017-12-22 21:59:53.176831
order_001717,cust_00290,delivered,2017-07-24 16:56:59,2017-08-02 21:51:29.476998,2017-08-01 13:26:21.852925
order_001718,cust_01023,delivered,2017-08-12 10:25:32,2017-08-21 07:35:21.221639,2017-08-25 07:59:53.284628
order_001719,cust_00022,delivered,2017-10-07 01:57:16,2017-10-16 15:52:46.250613,2017-10-18 15:10:16.798710
order_001720,cust_01094,delivered,2017-02-17 00:22:54,2017-02-26 11:00:25.083758,2017-02-27 09:31:53.542056
order_001721,cust_00402,delivered,2018-02-05 11:16:45,2018-02-14 20:44:12.006340,2018-02-10 18:04:13.631611
order_001722,cust_00878,delivered,2017-12-19 19:26:27,2017-12-29 00:01:13.957889,2017-12-25 23:42:43.306506
order_001723,cust_01805,delivered,2018-01-30 00:40:38,2018-02-09 06:53:27.451557,2018-02-07 03:29:27.492999
order_001724,cust_00741,delivered,2017-10-16 21:17:58,2017-10-25 12:36:07.139073,2017-10-22 11:02:00.344265
order_001725,cust_02582,delivered,2018-02-27 16:13:18,2018-03-07 23:03:35.020304,2018-03-07 03:06:56.075398
order_001726,cust_00594,delivered,2018-05-28 00:11:36,2018-06-06 01:37:50.796359,2018-06-03 16:01:59.459292
order_001727,cust_01183,delivered,2017-11-04 08:14:56,2017-11-13 19:56:37.637139,2017-11-16 04:43:34.756406
order_001728,cust_00247,delivered,2017-08-28 05:17:31,2017-09-05 21:29:34.911741,2017-09-03 19:31:28.459210
order_001729,cust_00393,delivered,2017-02-26 22:46:55,2017-03-08 04:33:55.576920,2017-03-08 01:20:22.832030
order_001730,cust_01537,delivered,2018-02-25 13:18:53,2018-03-05 22:36:28.395969,2018-03-05 19:10:33.853819
order_001731,cust_02626,delivered,2018-05-04 07:46:44,2018-05-14 15:36:50.424811,2018-05-07 14:33:57.328716
order_001732,cust_00803,delivered,2018-01-13 06:40:23,2018-01-22 05:43:45.246544,2018-01-20 22:10:27.951011
order_001733,cust_01767,delivered,2018-04-13 13:31:52,2018-04-22 13:55:02.456050,2018-04-24 03:37:46.307908
order_001734,cust_02621,delivered,2018-04-11 00:07:20,2018-04-20 21:52:09.013250,2018-04-17 19:06:37.708332
order_001735,cust_00050,delivered,2018-03-07 06:10:38,2018-03-15 18:01:58.892045,2018-03-15 12:28:03.054619
order_001736,cust_02240,canceled,2017-09-29 03:58:11,2017-10-07 23:32:21.284501,
order_001737,cust_01056,delivered,2017-02-23 14:52:57,2017-03-04 06:23:15.742180,2017-03-02 06:35:12.319082
order_001738,cust_01117,delivered,2017-01-02 16:03:40,2017-01-12 03:15:14.332621,2017-01-10 08:18:54.856208
order_001739,cust_01771,delivered,2017-04-21 11:12:32,2017-05-01 01:42:12.280411,2017-04-26 21:45:06.098587
order_001740,cust_02541,delivered,2017-08-21 03:21:38,2017-08-29 11:49:54.626315,2017-08-26 19:32:40.204221
order_001741,cust_02487,delivered,2018-02-06 08:53:42,2018-02-16 17:33:39.741674,2018-02-14 04:05:40.525098
order_001742,cust_00780,delivered,2017-09-04 20:13:46,2017-09-13 05:51:18.339911,2017-09-12 15:28:16.810537
order_001743,cust_02170,delivered,2017-01-13 04:53:18,2017-01-22 22:28:41.072435,2017-01-20 07:36:43.272096
order_001744,cust_01243,delivered,2017-04-24 03:55:14,2017-04-30 21:13:36.208843,2017-04-30 13:18:23.719026
order_001745,cust_00336,delivered,2018-06-13 02:40:35,2018-06-24 05:07:08.176963,2018-06-22 03:39:52.489585
order_001746,cust_00189,delivered,2018-06-18 19:36:04,2018-06-29 01:22:56.591755,2018-06-25 09:22:45.830374
order_001747,cust_02588,delivered,2017-07-23 02:52:37,2017-08-02 21:11:15.518894,2017-08-02 12:21:49.612202
order_001748,cust_00471,delivered,2018-03-11 13:57:31,2018-03-19 06:56:23.642817,2018-03-18 02:49:09.867156
order_001749,cust_01412,delivered,2018-01-24 23:58:37,2018-02-03 23:01:14.833411,2018-01-29 22:36:31.505524
order_001750,cust_01514,delivered,2018-05-18 15:24:12,2018-05-26 19:41:44.204391,2018-05-26 15:51:08.390855
order_001751,cust_00122,delivered,2018-04-25 09:53:43,2018-05-04 11:13:36.327150,2018-05-02 09:27:19.692484
order_001752,cust_02990,delivered,2017-12-06 04:57:49,2017-12-15 05:10:05.498075,2017-12-11 03:18:59.918208
order_001753,cust_00172,delivered,2017-08-02 00:02:46,2017-08-12 04:29:56.944339,2017-08-08 20:02:40.744709
order_001754,cust_00111,delivered,2017-12-05 03:44:00,2017-12-14 14:13:06.730603,2017-12-12 05:23:57.819054
order_001755,cust_02511,delivered,2017-06-22 22:52:13,2017-07-01 22:56:34.182491,2017-06-28 11:07:00.216143
order_001756,cust_00829,delivered,2017-07-07 03:26:47,2017-07-17 15:09:44.953299,2017-07-14 22:08:27.354119
order_001757,cust_02611,delivered,2017-11-25 00:28:46,2017-12-02 13:19:45.293671,2017-12-01 05:02:01.146030
order_001758,cust_02846,delivered,2017-11-05 19:35:08,2017-11-13 09:26:06.480194,2017-11-14 18:20:28.240132
order_001759,cust_01980,delivered,2017-11-10 10:02:45,2017-11-19 08:37:47.815149,2017-11-16 16:12:18.156802
order_001760,cust_01074,delivered,2017-07-27 08:34:04,2017-08-05 05:01:49.022379,2017-08-02 03:21:54.476910
order_001761,cust_02848,delivered,2017-08-09 17:13:10,2017-08-19 10:28:31.354958,2017-08-16 20:09:17.733612
order_001762,cust_01980,delivered,2017-01-06 12:33:09,2017-01-16 01:05:34.461746,2017-01-11 15:24:48.381705
order_001763,cust_01622,delivered,2017-11-21 21:57:01,2017-11-29 18:37:35.176283,2017-11-28 12:57:25.322225
order_001764,cust_00413,delivered,2017-11-07 11:13:20,2017-11-17 00:59:56.740598,2017-11-13 19:09:46.677225
order_001765,cust_00946,delivered,2018-05-21 17:06:33,2018-05-30 09:35:49.297769,2018-05-30 17:51:21.462372
order_001766,cust_02611,delivered,2017-09-30 21:05:33,2017-10-09 05:09:00.130096,2017-10-09 07:05:09.446712
order_001767,cust_02421,delivered,2017-09-10 11:07:37,2017-09-19 12:35:03.317136,2017-09-22 13:34:51.890931
order_001768,cust_02194,delivered,2017-02-06 06:49:21,2017-02-15 03:09:23.467924,2017-02-15 06:49:23.911249
order_001769,cust_01301,delivered,2017-04-17 23:23:11,2017-04-27 01:19:07.362764,2017-04-27 19:49:18.788863
order_001770,cust_02640,delivered,2017-07-02 05:26:34,2017-07-11 21:45:45.388429,2017-07-09 11:25:57.758915
order_001771,cust_01665,delivered,2017-07-23 00:56:37,2017-08-01 18:19:49.866870,2017-08-02 10:52:14.901310
order_001772,cust_01829,delivered,2017-07-15 13:52:32,2017-07-25 02:15:34.882474,2017-07-24 12:35:15.533785
order_001773,cust_00801,delivered,2017-08-01 23:41:07,2017-08-10 08:41:53.025769,2017-08-09 18:58:13.609750
order_001774,cust_02985,delivered,2018-02-20 02:04:28,2018-02-27 17:59:12.880444,2018-02-27 18:54:32.254228
order_001775,cust_01424,shipped,2017-03-12 20:23:07,2017-03-21 15:38:39.963977,
order_001776,cust_00143,delivered,2017-06-29 19:55:49,2017-07-07 13:31:27.025832,2017-07-03 18:14:04.351855
order_001777,cust_02707,delivered,2017-03-29 22:17:39,2017-04-08 20:28:03.018701,2017-04-19 03:31:46.921039
order_001778,cust_00091,delivered,2017-06-16 10:07:03,2017-06-26 12:23:53.564906,2017-06-22 19:09:11.673999
order_001779,cust_00641,delivered,2018-01-05 06:06:52,2018-01-14 02:07:31.382544,2018-01-18 02:09:54.312373
order_001780,cust_00666,delivered,2017-01-26 12:17:29,2017-02-05 13:49:48.502815,2017-02-02 08:44:06.720551
order_001781,cust_02400,shipped,2017-07-03 03:25:08,2017-07-11 19:22:53.147851,
order_001782,cust_02152,delivered,2017-01-13 20:13:42,2017-01-22 23:29:51.850756,2017-01-23 05:19:01.479653
order_001783,cust_02892,delivered,2018-05-31 15:55:10,2018-06-09 22:24:50.097468,2018-06-07 13:45:16.973000
order_001784,cust_01865,delivered,2018-01-28 11:35:59,2018-02-05 17:45:30.361555,2018-02-10 01:03:37.869838
order_001785,cust_00007,delivered,2017-05-12 12:22:50,2017-05-21 07:54:57.156473,2017-05-20 12:52:25.293851
order_001786,cust_00635,delivered,2017-04-18 17:05:27,2017-04-28 04:10:03.406640,2017-04-30 01:47:59.571807
order_001787,cust_01131,delivered,2017-02-23 12:33:21,2017-03-02 21:24:24.914376,2017-03-03 02:01:10.433116
order_001788,cust_02113,delivered,2017-09-13 20:09:19,2017-09-21 23:04:23.844941,2017-09-23 07:55:48.386694
order_001789,cust_02348,delivered,2018-02-11 22:11:27,2018-02-21 13:51:47.935446,2018-02-18 08:11:08.047266
order_001790,cust_02485,delivered,2017-11-12 22:47:41,2017-11-21 09:51:50.060692,2017-11-21 23:21:27.623396
order_001791,cust_00904,delivered,2018-04-21 14:52:54,2018-05-01 02:11:33.848718,2018-04-29 12:01:41.251016
order_001792,cust_01390,delivered,2017-07-05 17:49:16,2017-07-14 05:58:48.401216,2017-07-13 04:27:56.107871
order_001793,cust_01907,delivered,2017-05-31 07:27:55,2017-06-09 14:00:35.584943,2017-06-04 09:46:27.187146
order_001794,cust_02935,delivered,2017-09-16 00:54:53,2017-09-26 02:13:30.405944,2017-09-27 09:33:28.346272
order_001795,cust_01749,delivered,2017-04-20 09:36:05,2017-04-30 18:53:29.604854,2017-04-27 03:25:35.282153
order_001796,cust_00181,delivered,2018-06-11 20:55:15,2018-06-21 03:35:47.950029,2018-07-05 02:01:14.223268
order_001797,cust_00828,delivered,2017-04-11 03:12:14,2017-04-19 10:04:59.089111,2017-04-20 00:42:45.495052
order_001798,cust_01154,delivered,2017-09-16 13:05:49,2017-09-26 17:42:02.707477,2017-09-24 06:23:57.580763
order_001799,cust_01785,delivered,2017-10-09 04:36:55,2017-10-18 17:42:02.588480,2017-10-15 19:13:19.568258
order_001800,cust_01093,delivered,2017-01-31 10:18:09,2017-02-07 18:57:52.920072,2017-02-07 04:38:48.992255
order_001801,cust_02739,delivered,2017-09-10 03:26:25,2017-09-19 19:42:41.483184,2017-09-19 06:27:40.584945
order_001802,cust_02713,shipped,2017-09-03 17:38:01,2017-09-12 01:18:38.211917,
order_001803,cust_01478,canceled,2017-05-21 19:26:49,2017-05-31 08:45:57.186290,
order_001804,cust_02150,delivered,2017-03-11 18:12:01,2017-03-21 00:01:06.757949,2017-03-18 06:49:45.171223
order_001805,cust_01751,delivered,2017-01-25 16:55:01,2017-02-05 22:49:30.764533,2017-02-01 05:09:49.104705
order_001806,cust_01073,delivered,2017-01-05 05:38:37,2017-01-13 15:56:24.014878,2017-01-09 06:30:13.962617
order_001807,cust_00555,delivered,2017-09-18 12:43:41,2017-09-28 14:58:11.592475,2017-09-22 13:45:13.055716
order_001808,cust_02807,delivered,2017-02-18 02:30:53,2017-02-25 13:55:29.206923,2017-02-27 16:08:39.033052
order_001809,cust_02016,delivered,2018-06-03 08:59:05,2018-06-13 19:35:20.324215,2018-06-13 10:15:01.267117
order_001810,cust_01409,delivered,2017-05-13 12:08:22,2017-05-20 18:37:18.328818,2017-05-22 00:37:59.751308
order_001811,cust_01600,delivered,2017-12-19 16:02:37,2017-12-26 23:59:48.015813,2017-12-27 12:36:51.958482
order_001812,cust_02512,delivered,2017-12-30 02:19:23,2018-01-07 10:48:47.916584,2018-01-07 06:36:25.085790
order_001813,cust_02287,delivered,2017-09-25 19:30:35,2017-10-05 01:17:24.400380,2017-10-02 00:42:32.953051
order_001814,cust_02241,delivered,2018-04-23 11:00:49,2018-05-03 18:27:01.994616,2018-04-27 17:04:55.977358
order_001815,cust_01397,delivered,2017-03-01 21:08:58,2017-03-09 12:38:08.439368,2017-03-06 18:40:47.088247
order_001816,cust_00657,delivered,2017-05-07 12:39:33,2017-05-15 11:49:30.573885,2017-05-14 11:40:35.538204
order_001817,cust_01970,delivered,2017-05-17 13:07:42,2017-05-27 05:41:51.596905,2017-05-22 06:57:36.437288
order_001818,cust_00562,delivered,2017-03-15 16:37:19,2017-03-25 05:39:01.071592,2017-03-23 07:01:19.873080
order_001819,cust_00167,delivered,2017-06-09 19:40:38,2017-06-17 22:50:58.670277,2017-06-15 03:49:35.167559
order_001820,cust_00062,delivered,2017-06-18 03:46:58,2017-06-29 14:46:00.572987,2017-06-26 10:22:20.561409
order_001821,cust_01517,delivered,2018-02-17 12:16:16,2018-02-26 11:47:09.848583,2018-02-27 02:41:07.704452
order_001822,cust_01136,delivered,2017-06-12 00:43:08,2017-06-20 19:44:41.436668,2017-06-26 11:44:44.724008
order_001823,cust_00807,delivered,2018-04-19 11:23:19,2018-04-27 04:28:04.852807,2018-04-24 12:29:01.491575
order_001824,cust_02754,delivered,2018-02-22 19:31:27,2018-03-04 07:56:41.950156,2018-03-07 12:17:20.755684
order_001825,cust_01267,delivered,2018-05-02 20:46:13,2018-05-11 22:55:06.974246,2018-05-12 01:41:17.944114
order_001826,cust_00201,delivered,2017-02-26 06:48:16,2017-03-06 10:55:04.482340,2017-03-05 03:45:02.224715
order_001827,cust_00901,delivered,2018-06-16 09:16:22,2018-06-25 02:40:38.982766,2018-06-23 22:46:48.816333
order_001828,cust_00755,delivered,2017-11-28 13:14:14,2017-12-07 04:30:05.961652,2017-12-04 19:01:52.734214
order_001829,cust_00048,delivered,2018-06-15 09:30:06,2018-06-25 01:58:09.990185,2018-06-20 21:42:12.908346
order_001830,cust_00685,delivered,2017-07-11 04:16:26,2017-07-20 00:30:02.080856,2017-07-17 21:33:14.006129
order_001831,cust_02636,delivered,2018-05-30 07:19:04,2018-06-07 13:54:29.675773,2018-06-06 00:52:51.328352
order_001832,cust_02634,delivered,2017-11-14 09:41:50,2017-11-25 12:17:05.265968,2017-11-27 15:40:54.649498
order_001833,cust_00974,delivered,2017-02-08 12:26:55,2017-02-16 19:27:28.179688,2017-02-14 08:47:42.984286
order_001834,cust_00050,delivered,2017-08-10 22:05:51,2017-08-20 06:32:04.338951,2017-08-17 10:25:40.536496
order_001835,cust_01193,delivered,2017-03-16 13:04:35,2017-03-27 13:54:53.336003,2017-03-23 11:46:11.929555
order_001836,cust_01953,delivered,2018-05-24 09:17:26,2018-06-02 13:46:17.280016,2018-06-01 16:59:37.831922
order_001837,cust_01544,delivered,2017-06-14 15:51:03,2017-06-23 08:46:51.631675,2017-06-20 10:54:47.162296
order_001838,cust_02661,delivered,2017-05-01 18:33:12,2017-05-11 15:17:31.082652,2017-05-19 13:16:30.253067
order_001839,cust_00660,delivered,2017-10-26 10:19:55,2017-11-04 10:04:18.596205,2017-11-01 11:43:00.756337
order_001840,cust_01681,delivered,2017-08-18 11:44:32,2017-08-28 04:54:14.426766,2017-09-08 19:36:16.449871
order_001841,cust_00891,delivered,2017-02-22 05:13:41,2017-03-03 22:11:06.254102,2017-02-27 23:26:47.276723
order_001842,cust_00658,delivered,2018-03-17 20:45:17,2018-03-28 06:12:04.963097,2018-04-01 09:40:35.541849
order_001843,cust_01745,delivered,2018-04-02 20:48:15,2018-04-12 12:34:28.966155,2018-04-09 19:20:36.970745
order_001844,cust_02224,delivered,2018-02-06 04:11:52,2018-02-14 19:50:05.958687,2018-02-11 05:22:03.308879
order_001845,cust_00712,delivered,2017-11-30 08:18:14,2017-12-09 10:14:46.639350,2017-12-07 02:07:42.956565
order_001846,cust_02361,delivered,2017-08-06 06:31:36,2017-08-14 23:13:34.503904,2017-08-16 02:40:34.981672
order_001847,cust_02893,delivered,2017-10-20 22:09:02,2017-10-29 00:44:43.070960,2017-10-26 19:24:10.847707
order_001848,cust_01123,delivered,2017-10-09 01:33:55,2017-10-17 08:45:41.735346,2017-10-18 16:13:45.726160
order_001849,cust_02205,delivered,2017-03-31 04:58:35,2017-04-08 18:36:52.736176,2017-04-10 20:38:02.479858
order_001850,cust_02088,delivered,2017-02-14 07:33:27,2017-02-22 16:57:24.335217,2017-02-20 17:28:57.080536
order_001851,cust_01049,delivered,2017-05-17 13:26:28,2017-05-27 13:06:49.805685,2017-05-27 01:43:47.595576
order_001852,cust_01003,delivered,2017-09-03 05:58:31,2017-09-12 12:07:27.596393,2017-09-12 10:52:34.437841
order_001853,cust_02856,delivered,2017-03-28 12:52:43,2017-04-06 04:24:09.657356,2017-04-10 22:44:50.286182
order_001854,cust_01077,delivered,2017-02-27 17:56:00,2017-03-07 18:36:11.186711,2017-03-08 19:48:54.229161
order_001855,cust_02168,delivered,2018-04-06 19:53:15,2018-04-15 20:32:53.755393,2018-04-13 18:38:55.686846
order_001856,cust_01957,delivered,2017-07-22 02:22:38,2017-07-31 23:34:41.918989,2017-07-30 20:49:54.200969
order_001857,cust_01601,delivered,2017-11-12 03:19:56,2017-11-22 06:31:53.095152,2017-11-25 06:56:35.975255
order_001858,cust_00263,delivered,2017-10-10 02:17:04,2017-10-18 23:15:15.268132,2017-10-14 17:16:21.959354
order_001859,cust_01812,delivered,2018-02-01 21:50:18,2018-02-11 11:32:50.241874,2018-02-07 22:58:20.686928
order_001860,cust_02850,delivered,2018-02-04 15:39:01,2018-02-14 05:09:07.085319,2018-02-11 15:05:33.265245
order_001861,cust_02719,delivered,2017-06-09 12:45:15,2017-06-20 01:04:38.057408,2017-06-15 05:21:12.855097
order_001862,cust_02760,delivered,2018-04-03 18:58:54,2018-04-11 17:59:37.379257,2018-04-09 06:25:00.045264
order_001863,cust_02551,delivered,2017-07-20 14:03:59,2017-07-29 19:11:43.812481,2017-07-26 17:27:29.055391
order_001864,cust_00555,delivered,2018-03-28 05:39:03,2018-04-06 18:33:06.949989,2018-04-03 00:44:54.081812
order_001865,cust_01945,delivered,2017-08-07 12:14:38,2017-08-17 19:00:49.237604,2017-08-13 16:10:29.395656
order_001866,cust_00950,delivered,2017-03-01 16:52:37,2017-03-13 14:26:28.205127,2017-03-07 00:52:45.227669
order_001867,cust_00714,delivered,2018-02-15 00:51:52,2018-02-26 19:46:06.692826,2018-02-20 01:09:02.557267
order_001868,cust_00447,delivered,2017-01-17 14:33:07,2017-01-27 23:54:00.473767,2017-01-23 11:36:40.318951
order_001869,cust_02321,delivered,2018-02-22 11:55:48,2018-03-04 05:13:54.167155,2018-03-03 23:04:53.576702
order_001870,cust_00248,delivered,2017-01-24 01:40:05,2017-02-02 05:17:38.472478,2017-01-31 09:00:53.444004
order_001871,cust_00686,delivered,2017-04-22 06:19:30,2017-04-30 07:33:53.098452,2017-04-30 18:16:38.314768
order_001872,cust_00428,delivered,2017-11-22 10:45:53,2017-12-01 01:09:16.028440,2017-11-29 23:11:20.052863
order_001873,cust_00307,delivered,2018-05-24 08:13:28,2018-06-01 22:43:17.777019,2018-05-30 01:30:02.412845
order_001874,cust_01910,delivered,2017-08-09 06:57:41,2017-08-18 15:28:50.403896,2017-08-17 17:51:54.591086
order_001875,cust_01748,delivered,2017-03-07 15:34:42,2017-03-16 02:16:31.996507,2017-03-13 19:39:38.219526
order_001876,cust_02987,delivered,2017-05-06 09:42:16,2017-05-15 07:08:24.645127,2017-05-14 09:06:03.839956
order_001877,cust_02896,delivered,2018-04-29 11:56:41,2018-05-08 18:50:50.563027,2018-05-06 07:04:46.336050
order_001878,cust_01686,delivered,2018-01-28 19:09:34,2018-02-06 15:18:52.310475,2018-02-03 10:33:17.982723
order_001879,cust_00855,delivered,2017-02-24 02:14:14,2017-03-03 07:32:49.240899,2017-03-07 07:26:56.220167
order_001880,cust_01688,delivered,2017-07-27 08:38:15,2017-08-07 10:51:09.130674,2017-07-30 20:30:11.812716
