order_id,order_item_id,product_id,seller_id,price,freight_value
order_001515,1,prod_0282,seller_026,304.06,12.89
order_001516,1,prod_0385,seller_024,314.57,22.92
order_001517,1,prod_0164,seller_005,36.78,19.32
order_001517,1,prod_0308,seller_005,345.49,16.1
order_001518,1,prod_0445,seller_020,294.23,5.58
order_001518,1,prod_0181,seller_020,77.45,12.55
order_001519,1,prod_0494,seller_033,149.77,9.59
order_001520,1,prod_0435,seller_005,266.78,18.86
order_001521,1,prod_0395,seller_037,235.32,8.66
order_001521,1,prod_0364,seller_037,381.68,23.27
order_001522,1,prod_0428,seller_010,26.56,43.65
order_001523,1,prod_0312,seller_028,228.97,13.68
order_001524,1,prod_0265,seller_032,198.32,42.61
order_001524,1,prod_0012,seller_032,304.37,25.56
order_001525,1,prod_0303,seller_033,305.34,25.92
order_001526,1,prod_0184,seller_027,171.41,37.0
order_001526,1,prod_0457,seller_027,49.56,8.31
order_001527,1,prod_0264,seller_031,80.99,15.53
order_001528,1,prod_0222,seller_021,49.36,10.91
order_001528,1,prod_0016,seller_021,105.64,38.8
order_001529,1,prod_0443,seller_016,33.89,41.94
order_001529,1,prod_0130,seller_016,327.66,5.72
order_001530,1,prod_0166,seller_005,307.28,39.13
order_001531,1,prod_0014,seller_004,191.49,14.84
order_001532,1,prod_0481,seller_009,373.65,26.49
order_001532,1,prod_0271,seller_009,97.65,32.94
order_001533,1,prod_0114,seller_019,296.72,14.22
order_001534,1,prod_0082,seller_025,384.15,37.71
order_001535,1,prod_0440,seller_021,140.72,21.36
order_001536,1,prod_0482,seller_008,41.04,28.44
order_001536,1,prod_0021,seller_008,159.54,26.86
order_001537,1,prod_0110,seller_007,210.52,38.87
order_001537,1,prod_0080,seller_007,229.44,9.78
order_001538,1,prod_0187,seller_016,52.48,12.88
order_001539,1,prod_0168,seller_037,380.49,38.62
order_001540,1,prod_0265,seller_013,334.13,27.58
order_001541,1,prod_0262,seller_008,116.89,26.73
order_001541,1,prod_0271,seller_008,353.58,23.89
order_001542,1,prod_0250,seller_009,132.1,7.96
order_001543,1,prod_0416,seller_028,127.22,43.37
order_001544,1,prod_0249,seller_014,143.7,24.6
order_001544,1,prod_0360,seller_014,261.37,42.74
order_001545,1,prod_0424,seller_037,316.55,25.39
order_001545,1,prod_0303,seller_037,161.36,34.7
order_001546,1,prod_0276,seller_000,124.05,39.0
order_001547,1,prod_0304,seller_032,371.81,21.73
order_001547,1,prod_0194,seller_032,50.03,28.6
order_001548,1,prod_0347,seller_008,58.63,7.99
order_001549,1,prod_0417,seller_006,139.06,22.02
order_001549,1,prod_0166,seller_006,396.03,27.2
order_001550,1,prod_0022,seller_006,189.03,41.22
order_001550,1,prod_0077,seller_006,294.33,29.55
order_001551,1,prod_0439,seller_027,80.87,17.4
order_001551,1,prod_0417,seller_027,310.89,11.54
order_001552,1,prod_0327,seller_018,232.95,27.52
order_001552,1,prod_0028,seller_018,219.37,25.22
order_001553,1,prod_0489,seller_036,314.96,35.8
order_001554,1,prod_0203,seller_039,382.01,44.52
order_001555,1,prod_0099,seller_036,384.25,8.77
order_001556,1,prod_0418,seller_032,204.97,10.48
order_001557,1,prod_0362,seller_008,348.19,11.31
order_001557,1,prod_0366,seller_008,247.0,36.24
order_001558,1,prod_0308,seller_023,293.64,44.3
order_001558,1,prod_0416,seller_023,282.43,8.69
order_001559,1,prod_0433,seller_030,341.28,39.69
order_001560,1,prod_0300,seller_030,70.25,34.89
order_001560,1,prod_0417,seller_030,399.99,8.69
order_001561,1,prod_0315,seller_005,292.4,28.21
order_001562,1,prod_0049,seller_017,106.86,29.07
order_001562,1,prod_0083,seller_017,144.81,34.24
order_001563,1,prod_0054,seller_028,151.01,30.22
order_001564,1,prod_0131,seller_004,230.47,26.58
order_001564,1,prod_0492,seller_004,312.65,16.41
order_001565,1,prod_0392,seller_030,266.48,22.29
order_001565,1,prod_0250,seller_030,309.19,28.42
order_001566,1,prod_0169,seller_033,143.8,20.07
order_001567,1,prod_0027,seller_011,33.56,42.85
order_001568,1,prod_0484,seller_007,65.3,11.1
order_001569,1,prod_0380,seller_002,299.46,29.56
order_001570,1,prod_0200,seller_013,309.94,15.37
order_001571,1,prod_0468,seller_034,327.56,44.87
order_001572,1,prod_0432,seller_017,222.43,21.64
order_001573,1,prod_0299,seller_031,235.13,40.4
order_001573,1,prod_0205,seller_031,155.1,20.92
order_001574,1,prod_0456,seller_002,31.53,12.89
order_001575,1,prod_0237,seller_019,263.81,18.53
order_001576,1,prod_0356,seller_009,342.65,26.22
order_001577,1,prod_0149,seller_016,77.4,9.94
order_001578,1,prod_0436,seller_035,48.76,24.49
order_001578,1,prod_0219,seller_035,341.01,7.07
order_001579,1,prod_0049,seller_032,121.58,9.97
order_001579,1,prod_0076,seller_032,191.72,30.17
order_001580,1,prod_0354,seller_024,237.0,33.84
order_001581,1,prod_0070,seller_007,138.39,39.76
order_001581,1,prod_0493,seller_007,54.14,8.51
order_001582,1,prod_0054,seller_032,388.48,35.68
order_001582,1,prod_0038,seller_032,376.98,23.81
order_001583,1,prod_0366,seller_029,110.08,14.22
order_001584,1,prod_0422,seller_018,107.84,32.71
order_001584,1,prod_0094,seller_018,342.98,12.09
order_001585,1,prod_0258,seller_022,100.42,21.1
order_001585,1,prod_0239,seller_022,191.22,25.21
order_001586,1,prod_0142,seller_018,382.46,32.29
order_001587,1,prod_0433,seller_033,252.68,6.29
order_001587,1,prod_0311,seller_033,32.53,42.94
order_001588,1,prod_0260,seller_004,318.69,30.18
order_001588,1,prod_0148,seller_004,380.07,24.82
order_001589,1,prod_0242,seller_020,196.76,37.42
order_001589,1,prod_0085,seller_020,375.81,15.03
order_001590,1,prod_0490,seller_013,235.1,44.68
order_001591,1,prod_0278,seller_018,302.22,22.48
order_001592,1,prod_0419,seller_018,96.79,23.31
order_001592,1,prod_0492,seller_018,377.62,26.72
order_001593,1,prod_0417,seller_033,288.51,10.8
order_001594,1,prod_0336,seller_017,59.7,24.93
order_001595,1,prod_0323,seller_029,210.28,39.89
order_001596,1,prod_0043,seller_003,71.96,12.75
order_001597,1,prod_0469,seller_016,271.26,15.57
order_001598,1,prod_0482,seller_031,395.58,27.03
order_001598,1,prod_0363,seller_031,276.2,34.52
order_001599,1,prod_0399,seller_009,70.16,22.05
order_001599,1,prod_0361,seller_009,108.6,38.19
order_001600,1,prod_0323,seller_012,95.74,32.65
order_001600,1,prod_0178,seller_012,67.91,38.6
order_001601,1,prod_0036,seller_019,89.87,41.14
order_001602,1,prod_0172,seller_031,299.82,38.06
order_001602,1,prod_0487,seller_031,95.06,40.52
order_001603,1,prod_0245,seller_013,31.37,43.9
order_001604,1,prod_0411,seller_008,305.3,41.55
order_001605,1,prod_0009,seller_007,262.53,30.59
order_001605,1,prod_0245,seller_007,359.73,10.39
order_001606,1,prod_0126,seller_018,119.01,37.44
order_001606,1,prod_0329,seller_018,221.41,5.76
order_001607,1,prod_0268,seller_036,307.55,14.85
order_001608,1,prod_0300,seller_004,219.45,21.57
order_001608,1,prod_0356,seller_004,89.67,38.05
order_001609,1,prod_0160,seller_021,376.89,12.45
order_001609,1,prod_0090,seller_021,225.35,28.5
order_001610,1,prod_0113,seller_004,21.66,27.71
order_001610,1,prod_0028,seller_004,257.0,14.17
order_001611,1,prod_0099,seller_008,329.2,34.17
order_001612,1,prod_0257,seller_018,320.01,8.13
order_001613,1,prod_0029,seller_038,60.49,31.78
order_001613,1,prod_0196,seller_038,388.31,20.23
order_001614,1,prod_0161,seller_000,25.52,31.87
order_001615,1,prod_0029,seller_038,258.69,13.64
order_001616,1,prod_0231,seller_019,25.25,7.43
order_001617,1,prod_0087,seller_005,221.78,36.19
order_001618,1,prod_0295,seller_031,359.23,23.31
order_001618,1,prod_0329,seller_031,166.56,17.98
order_001619,1,prod_0125,seller_037,301.61,42.3
order_001619,1,prod_0148,seller_037,138.2,23.23
order_001620,1,prod_0355,seller_032,312.99,18.57
order_001620,1,prod_0320,seller_032,161.85,12.26
order_001621,1,prod_0109,seller_011,173.1,9.75
order_001621,1,prod_0400,seller_011,298.97,33.85
order_001622,1,prod_0361,seller_027,62.47,38.3
order_001623,1,prod_0109,seller_032,266.12,42.71
order_001624,1,prod_0487,seller_032,372.47,9.49
order_001625,1,prod_0474,seller_012,37.93,36.94
order_001625,1,prod_0257,seller_012,318.51,24.28
order_001626,1,prod_0305,seller_015,333.3,27.32
order_001627,1,prod_0095,seller_037,47.04,16.7
order_001628,1,prod_0472,seller_018,54.46,44.04
order_001629,1,prod_0468,seller_007,107.49,41.45
order_001629,1,prod_0310,seller_007,324.85,5.61
order_001630,1,prod_0426,seller_010,139.6,14.35
order_001631,1,prod_0009,seller_010,286.2,16.42
order_001631,1,prod_0063,seller_010,133.85,30.62
order_001632,1,prod_0400,seller_002,43.71,37.18
order_001633,1,prod_0093,seller_001,366.96,7.24
order_001634,1,prod_0117,seller_015,43.61,5.02
order_001635,1,prod_0463,seller_000,76.32,25.89
order_001635,1,prod_0391,seller_000,321.32,21.5
order_001636,1,prod_0092,seller_004,319.19,10.36
order_001637,1,prod_0281,seller_006,32.16,6.66
order_001638,1,prod_0462,seller_025,306.63,21.12
order_001639,1,prod_0306,seller_001,186.38,29.65
order_001639,1,prod_0058,seller_001,74.87,13.88
order_001640,1,prod_0236,seller_023,338.56,31.41
order_001640,1,prod_0287,seller_023,327.29,31.29
order_001641,1,prod_0471,seller_037,307.39,36.02
order_001641,1,prod_0485,seller_037,270.56,41.14
order_001642,1,prod_0345,seller_038,81.85,13.69
order_001643,1,prod_0382,seller_011,364.09,26.04
order_001644,1,prod_0287,seller_029,57.35,33.84
order_001645,1,prod_0437,seller_034,100.49,18.51
order_001645,1,prod_0342,seller_034,49.51,9.68
order_001646,1,prod_0469,seller_033,265.98,32.28
order_001646,1,prod_0242,seller_033,262.89,36.54
order_001647,1,prod_0311,seller_037,329.35,15.81
order_001647,1,prod_0157,seller_037,42.85,30.0
order_001648,1,prod_0338,seller_030,138.66,27.11
order_001649,1,prod_0379,seller_027,60.33,41.06
order_001650,1,prod_0460,seller_017,350.04,33.04
order_001651,1,prod_0367,seller_027,145.24,32.13
order_001652,1,prod_0344,seller_026,123.29,21.87
order_001652,1,prod_0178,seller_026,245.07,40.52
order_001653,1,prod_0205,seller_002,340.19,22.16
order_001654,1,prod_0120,seller_027,219.75,30.44
order_001654,1,prod_0021,seller_027,48.0,38.17
order_001655,1,prod_0109,seller_020,119.37,22.49
order_001655,1,prod_0287,seller_020,218.29,31.63
order_001656,1,prod_0151,seller_038,181.61,37.67
order_001657,1,prod_0083,seller_018,30.38,9.22
order_001657,1,prod_0345,seller_018,177.33,12.8
order_001658,1,prod_0302,seller_024,337.27,21.69
order_001659,1,prod_0432,seller_015,33.16,21.58
order_001660,1,prod_0111,seller_005,126.76,39.19
order_001660,1,prod_0281,seller_005,283.83,14.03
order_001661,1,prod_0048,seller_004,111.39,5.59
order_001662,1,prod_0047,seller_016,325.74,6.45
order_001663,1,prod_0352,seller_031,205.6,30.59
order_001663,1,prod_0262,seller_031,173.81,24.7
order_001664,1,prod_0113,seller_018,61.95,28.64
order_001664,1,prod_0290,seller_018,310.96,32.75
order_001665,1,prod_0215,seller_029,275.32,29.64
order_001666,1,prod_0284,seller_028,203.01,37.39
order_001667,1,prod_0396,seller_030,203.49,14.4
order_001667,1,prod_0071,seller_030,195.61,15.56
order_001668,1,prod_0382,seller_025,246.72,33.9
order_001668,1,prod_0383,seller_025,38.28,13.13
order_001669,1,prod_0219,seller_023,282.06,15.88
order_001670,1,prod_0299,seller_019,296.68,16.37
order_001671,1,prod_0258,seller_011,311.44,6.29
order_001672,1,prod_0232,seller_034,180.23,10.18
order_001672,1,prod_0242,seller_034,251.85,7.09
order_001673,1,prod_0331,seller_009,150.74,36.16
order_001674,1,prod_0029,seller_005,350.05,42.9
order_001675,1,prod_0098,seller_027,46.07,24.85
order_001676,1,prod_0233,seller_018,264.08,36.17
order_001676,1,prod_0278,seller_018,256.24,21.52
order_001677,1,prod_0318,seller_015,261.26,8.61
order_001677,1,prod_0116,seller_015,182.1,39.64
order_001678,1,prod_0288,seller_004,17.03,10.48
order_001679,1,prod_0394,seller_031,328.43,16.65
order_001680,1,prod_0193,seller_020,330.02,38.96
order_001681,1,prod_0136,seller_000,76.24,37.25
order_001682,1,prod_0031,seller_009,145.29,25.8
order_001683,1,prod_0200,seller_037,217.74,37.34
order_001684,1,prod_0370,seller_034,122.91,17.07
order_001685,1,prod_0254,seller_031,69.02,25.86
order_001686,1,prod_0353,seller_019,277.39,31.51
order_001687,1,prod_0206,seller_017,136.48,20.76
order_001688,1,prod_0137,seller_036,42.32,15.64
order_001688,1,prod_0091,seller_036,390.03,8.17
order_001689,1,prod_0133,seller_024,200.86,20.26
order_001689,1,prod_0309,seller_024,81.08,24.85
order_001690,1,prod_0375,seller_028,57.17,39.08
order_001691,1,prod_0191,seller_010,120.72,26.07
order_001692,1,prod_0283,seller_000,158.28,13.43
order_001692,1,prod_0236,seller_000,277.0,18.03
order_001693,1,prod_0264,seller_033,173.52,34.98
order_001693,1,prod_0067,seller_033,329.71,24.8
order_001694,1,prod_0334,seller_036,127.84,8.5
order_001695,1,prod_0017,seller_038,274.42,12.5
order_001695,1,prod_0083,seller_038,17.29,43.81
order_001696,1,prod_0337,seller_021,214.58,40.45
order_001696,1,prod_0301,seller_021,56.62,23.79
order_001697,1,prod_0013,seller_027,278.67,19.02
order_001698,1,prod_0146,seller_009,200.98,40.35
order_001699,1,prod_0474,seller_026,295.62,24.69
order_001700,1,prod_0358,seller_018,228.7,8.1
order_001701,1,prod_0248,seller_025,124.59,41.17
order_001702,1,prod_0336,seller_038,279.45,31.93
order_001703,1,prod_0306,seller_029,184.49,18.3
order_001704,1,prod_0168,seller_018,378.88,42.97
order_001704,1,prod_0324,seller_018,26.31,19.85
order_001705,1,prod_0474,seller_034,227.33,41.16
order_001706,1,prod_0217,seller_022,192.34,43.04
order_001706,1,prod_0214,seller_022,154.31,14.48
order_001707,1,prod_0217,seller_008,55.29,25.22
order_001708,1,prod_0057,seller_023,205.84,10.55
order_001709,1,prod_0188,seller_021,129.9,20.3
order_001709,1,prod_0198,seller_021,220.91,19.34
order_001710,1,prod_0465,seller_012,81.69,42.32
order_001711,1,prod_0355,seller_003,166.99,26.4
order_001712,1,prod_0384,seller_029,41.36,32.47
order_001713,1,prod_0340,seller_013,176.98,21.35
order_001714,1,prod_0390,seller_012,228.8,28.81
order_001714,1,prod_0439,seller_012,294.98,12.96
order_001715,1,prod_0364,seller_025,224.82,25.21
order_001716,1,prod_0323,seller_014,63.47,41.67
order_001716,1,prod_0063,seller_014,98.78,20.76
order_001717,1,prod_0311,seller_025,364.1,40.84
order_001717,1,prod_0004,seller_025,87.95,20.83
order_001718,1,prod_0196,seller_002,16.98,38.88
order_001719,1,prod_0287,seller_021,379.07,37.22
order_001720,1,prod_0361,seller_003,76.7,24.59
order_001721,1,prod_0142,seller_017,261.33,23.03
order_001722,1,prod_0483,seller_028,326.98,10.07
order_001723,1,prod_0074,seller_036,100.46,24.62
order_001724,1,prod_0192,seller_017,325.1,19.95
order_001724,1,prod_0400,seller_017,394.62,35.83
order_001725,1,prod_0063,seller_015,339.22,20.62
order_001725,1,prod_0046,seller_015,344.97,35.94
order_001726,1,prod_0470,seller_023,151.67,20.97
order_001727,1,prod_0421,seller_029,158.26,18.91
order_001728,1,prod_0380,seller_022,105.2,34.38
order_001728,1,prod_0294,seller_022,37.87,20.79
order_001729,1,prod_0181,seller_016,74.38,30.98
order_001729,1,prod_0246,seller_016,313.27,10.97
order_001730,1,prod_0166,seller_030,152.71,32.91
order_001730,1,prod_0435,seller_030,69.05,42.88
order_001731,1,prod_0049,seller_013,294.83,33.47
order_001731,1,prod_0271,seller_013,138.76,21.6
order_001732,1,prod_0343,seller_009,215.92,19.04
order_001733,1,prod_0172,seller_004,198.35,38.1
order_001733,1,prod_0225,seller_004,61.85,20.33
order_001734,1,prod_0024,seller_005,314.46,39.46
order_001735,1,prod_0194,seller_035,173.12,30.36
order_001736,1,prod_0169,seller_008,236.85,35.46
order_001737,1,prod_0137,seller_025,252.48,14.17
order_001737,1,prod_0418,seller_025,142.26,39.32
order_001738,1,prod_0443,seller_030,149.38,16.63
order_001738,1,prod_0203,seller_030,200.52,17.91
order_001739,1,prod_0357,seller_018,72.45,26.25
order_001740,1,prod_0410,seller_026,172.24,29.47
order_001740,1,prod_0432,seller_026,131.77,22.41
order_001741,1,prod_0061,seller_021,383.51,11.84
order_001741,1,prod_0214,seller_021,30.06,14.42
order_001742,1,prod_0345,seller_030,381.64,20.57
order_001742,1,prod_0386,seller_030,26.95,37.96
order_001743,1,prod_0366,seller_030,294.34,15.74
order_001744,1,prod_0489,seller_031,24.22,29.77
order_001745,1,prod_0184,seller_038,326.84,32.25
order_001745,1,prod_0061,seller_038,147.15,13.41
order_001746,1,prod_0006,seller_017,342.37,37.03
order_001746,1,prod_0041,seller_017,217.09,12.61
order_001747,1,prod_0207,seller_030,261.27,35.1
order_001747,1,prod_0141,seller_030,82.0,6.74
order_001748,1,prod_0396,seller_006,148.14,8.35
order_001748,1,prod_0168,seller_006,165.61,15.06
order_001749,1,prod_0052,seller_030,75.51,35.95
order_001749,1,prod_0024,seller_030,239.04,43.71
order_001750,1,prod_0427,seller_021,198.68,17.57
order_001751,1,prod_0083,seller_015,169.48,20.62
order_001752,1,prod_0458,seller_023,273.7,26.13
order_001752,1,prod_0176,seller_023,153.4,38.04
order_001753,1,prod_0371,seller_011,293.42,5.52
order_001754,1,prod_0169,seller_027,86.21,5.45
order_001754,1,prod_0068,seller_027,333.19,6.5
order_001755,1,prod_0239,seller_035,370.25,34.36
order_001755,1,prod_0392,seller_035,334.17,43.57
order_001756,1,prod_0223,seller_026,221.82,26.53
order_001757,1,prod_0414,seller_017,134.07,5.26
order_001758,1,prod_0454,seller_019,70.58,35.18
order_001758,1,prod_0209,seller_019,22.78,15.99
order_001759,1,prod_0386,seller_036,21.66,42.59
order_001760,1,prod_0451,seller_035,340.79,25.61
order_001761,1,prod_0403,seller_039,295.56,9.05
order_001761,1,prod_0107,seller_039,18.27,32.03
order_001762,1,prod_0491,seller_028,42.71,41.83
order_001763,1,prod_0260,seller_031,236.57,18.19
order_001763,1,prod_0334,seller_031,392.84,15.91
order_001764,1,prod_0301,seller_010,283.84,11.27
order_001764,1,prod_0394,seller_010,319.46,13.69
order_001765,1,prod_0491,seller_001,124.88,34.03
order_001765,1,prod_0231,seller_001,337.09,23.5
order_001766,1,prod_0069,seller_015,93.56,9.27
order_001767,1,prod_0395,seller_003,218.79,13.23
order_001768,1,prod_0078,seller_018,393.01,9.12
order_001768,1,prod_0100,seller_018,106.46,17.77
order_001769,1,prod_0472,seller_002,313.32,34.63
order_001769,1,prod_0079,seller_002,202.95,38.78
order_001770,1,prod_0000,seller_012,153.29,5.94
order_001770,1,prod_0109,seller_012,245.05,28.84
order_001771,1,prod_0437,seller_017,161.84,29.92
order_001772,1,prod_0353,seller_027,24.45,5.01
order_001772,1,prod_0394,seller_027,354.94,34.17
order_001773,1,prod_0103,seller_016,277.16,29.18
order_001773,1,prod_0069,seller_016,143.46,13.34
order_001774,1,prod_0315,seller_020,38.35,17.71
order_001774,1,prod_0152,seller_020,127.72,37.76
order_001775,1,prod_0034,seller_033,83.18,44.41
order_001775,1,prod_0370,seller_033,309.15,31.83
order_001776,1,prod_0250,seller_033,20.27,15.1
order_001777,1,prod_0042,seller_015,255.1,31.26
order_001778,1,prod_0223,seller_016,342.22,22.55
order_001779,1,prod_0342,seller_002,309.14,42.15
order_001780,1,prod_0133,seller_026,352.98,28.98
order_001780,1,prod_0019,seller_026,94.02,11.3
order_001781,1,prod_0387,seller_029,79.58,21.27
order_001782,1,prod_0136,seller_013,285.94,28.34
order_001782,1,prod_0010,seller_013,27.83,44.19
order_001783,1,prod_0488,seller_034,82.22,15.54
order_001783,1,prod_0366,seller_034,238.39,39.43
order_001784,1,prod_0292,seller_000,390.52,34.93
order_001785,1,prod_0262,seller_027,130.64,13.84
order_001785,1,prod_0303,seller_027,49.69,33.11
order_001786,1,prod_0318,seller_002,21.0,26.65
order_001787,1,prod_0462,seller_037,241.84,21.58
order_001787,1,prod_0222,seller_037,227.93,10.54
order_001788,1,prod_0183,seller_029,137.62,15.03
order_001788,1,prod_0100,seller_029,130.46,9.82
order_001789,1,prod_0383,seller_023,149.89,29.7
order_001790,1,prod_0345,seller_008,220.81,43.4
order_001791,1,prod_0031,seller_019,116.25,7.77
order_001791,1,prod_0445,seller_019,94.48,36.94
order_001792,1,prod_0033,seller_013,57.27,39.29
order_001793,1,prod_0057,seller_023,138.95,32.62
order_001794,1,prod_0278,seller_003,38.66,15.63
order_001794,1,prod_0005,seller_003,227.86,18.16
order_001795,1,prod_0136,seller_032,172.53,41.83
order_001795,1,prod_0403,seller_032,86.31,19.15
order_001796,1,prod_0188,seller_007,286.65,6.27
order_001797,1,prod_0133,seller_013,40.94,37.65
order_001797,1,prod_0072,seller_013,16.58,27.46
order_001798,1,prod_0287,seller_022,288.36,5.93
order_001799,1,prod_0190,seller_011,45.75,43.48
order_001799,1,prod_0027,seller_011,322.02,5.56
order_001800,1,prod_0270,seller_005,320.05,28.64
order_001800,1,prod_0296,seller_005,144.4,6.8
order_001801,1,prod_0023,seller_018,80.06,22.02
order_001801,1,prod_0456,seller_018,32.11,26.84
order_001802,1,prod_0139,seller_009,213.97,40.58
order_001802,1,prod_0241,seller_009,57.05,28.98
order_001803,1,prod_0155,seller_031,182.14,5.47
order_001803,1,prod_0200,seller_031,196.11,23.64
order_001804,1,prod_0312,seller_016,393.69,33.54
order_001804,1,prod_0375,seller_016,44.29,16.01
order_001805,1,prod_0214,seller_028,348.73,38.53
order_001805,1,prod_0318,seller_028,253.85,44.73
order_001806,1,prod_0226,seller_032,250.38,19.32
order_001806,1,prod_0051,seller_032,73.96,25.8
order_001807,1,prod_0487,seller_028,361.62,16.76
order_001808,1,prod_0359,seller_019,307.11,38.43
order_001808,1,prod_0115,seller_019,160.34,39.86
order_001809,1,prod_0292,seller_010,183.78,15.56
order_001809,1,prod_0138,seller_010,206.01,9.42
order_001810,1,prod_0018,seller_024,338.98,22.82
order_001810,1,prod_0451,seller_024,336.09,26.14
order_001811,1,prod_0428,seller_010,151.33,28.42
order_001812,1,prod_0102,seller_029,303.4,6.03
order_001813,1,prod_0382,seller_006,173.36,27.75
order_001813,1,prod_0156,seller_006,253.48,15.72
order_001814,1,prod_0214,seller_028,233.19,30.42
order_001814,1,prod_0241,seller_028,105.99,42.36
order_001815,1,prod_0482,seller_022,70.64,39.49
order_001815,1,prod_0068,seller_022,113.98,29.47
order_001816,1,prod_0080,seller_023,304.36,33.13
order_001817,1,prod_0177,seller_024,316.45,17.32
order_001817,1,prod_0282,seller_024,312.56,26.54
order_001818,1,prod_0417,seller_017,123.81,37.09
order_001819,1,prod_0470,seller_016,103.43,15.29
order_001819,1,prod_0404,seller_016,116.04,42.72
order_001820,1,prod_0230,seller_024,178.81,22.64
order_001821,1,prod_0104,seller_023,26.87,37.37
order_001822,1,prod_0493,seller_002,389.9,7.75
order_001822,1,prod_0030,seller_002,137.24,15.03
order_001823,1,prod_0174,seller_013,24.31,23.53
order_001824,1,prod_0373,seller_002,230.22,13.09
order_001824,1,prod_0291,seller_002,298.85,28.98
order_001825,1,prod_0111,seller_000,201.08,25.81
order_001825,1,prod_0268,seller_000,361.96,26.86
order_001826,1,prod_0094,seller_023,70.06,14.24
order_001826,1,prod_0135,seller_023,277.16,25.8
order_001827,1,prod_0456,seller_035,135.64,18.15
order_001828,1,prod_0477,seller_013,35.57,18.69
order_001829,1,prod_0044,seller_026,278.44,20.19
order_001829,1,prod_0098,seller_026,85.4,8.38
order_001830,1,prod_0078,seller_032,100.16,13.2
order_001831,1,prod_0075,seller_035,322.62,15.26
order_001832,1,prod_0348,seller_003,136.69,26.86
order_001833,1,prod_0300,seller_013,64.91,34.41
order_001833,1,prod_0151,seller_013,99.96,29.22
order_001834,1,prod_0403,seller_009,381.94,33.9
order_001834,1,prod_0077,seller_009,93.5,26.22
order_001835,1,prod_0473,seller_018,267.26,44.85
order_001836,1,prod_0033,seller_006,54.43,42.9
order_001837,1,prod_0086,seller_022,173.33,31.82
order_001838,1,prod_0240,seller_035,40.12,6.0
order_001838,1,prod_0007,seller_035,197.43,36.46
order_001839,1,prod_0164,seller_038,226.99,6.6
order_001840,1,prod_0419,seller_027,274.25,27.46
order_001840,1,prod_0419,seller_027,133.41,21.98
order_001841,1,prod_0307,seller_034,185.47,28.5
order_001841,1,prod_0171,seller_034,370.42,31.88
order_001842,1,prod_0097,seller_000,327.34,27.7
order_001842,1,prod_0265,seller_000,104.58,26.46
order_001843,1,prod_0088,seller_021,94.96,6.31
order_001844,1,prod_0185,seller_034,171.27,28.64
order_001844,1,prod_0267,seller_034,228.79,43.66
order_001845,1,prod_0477,seller_017,280.14,44.49
order_001845,1,prod_0325,seller_017,95.42,17.26
order_001846,1,prod_0323,seller_009,357.71,10.55
order_001847,1,prod_0062,seller_006,330.28,12.49
order_001847,1,prod_0321,seller_006,301.2,31.68
order_001848,1,prod_0228,seller_005,359.11,28.11
order_001849,1,prod_0398,seller_036,39.8,33.52
order_001849,1,prod_0074,seller_036,113.14,26.89
order_001850,1,prod_0424,seller_010,190.58,28.44
order_001851,1,prod_0031,seller_026,237.32,39.02
order_001851,1,prod_0060,seller_026,210.08,41.95
order_001852,1,prod_0367,seller_038,76.42,18.36
order_001852,1,prod_0446,seller_038,322.2,21.4
order_001853,1,prod_0293,seller_003,261.98,38.6
order_001853,1,prod_0058,seller_003,317.95,5.4
order_001854,1,prod_0008,seller_018,108.94,20.15
order_001854,1,prod_0051,seller_018,63.26,38.92
order_001855,1,prod_0300,seller_033,228.98,24.21
order_001855,1,prod_0040,seller_033,272.34,13.77
order_001856,1,prod_0081,seller_022,395.14,23.23
order_001857,1,prod_0010,seller_001,67.75,33.49
order_001857,1,prod_0329,seller_001,39.55,17.04
order_001858,1,prod_0384,seller_013,258.16,36.68
order_001858,1,prod_0296,seller_013,383.96,16.6
order_001859,1,prod_0349,seller_020,126.73,30.98
order_001860,1,prod_0339,seller_025,68.39,7.74
order_001861,1,prod_0198,seller_015,103.66,11.59
order_001862,1,prod_0369,seller_007,372.68,38.3
order_001862,1,prod_0478,seller_007,127.66,11.97
order_001863,1,prod_0085,seller_039,32.93,23.42
order_001863,1,prod_0332,seller_039,28.03,8.69
order_001864,1,prod_0222,seller_007,199.06,27.35
order_001865,1,prod_0153,seller_033,369.99,19.16
order_001865,1,prod_0241,seller_033,134.9,19.34
order_001866,1,prod_0306,seller_010,51.97,23.35
order_001866,1,prod_0407,seller_010,277.1,34.82
order_001867,1,prod_0258,seller_015,333.39,44.25
order_001867,1,prod_0237,seller_015,366.12,36.09
order_001868,1,prod_0442,seller_015,308.05,37.98
order_001868,1,prod_0245,seller_015,389.66,31.46
order_001869,1,prod_0460,seller_012,306.1,24.29
order_001870,1,prod_0142,seller_019,374.42,29.53
order_001871,1,prod_0134,seller_019,204.63,22.64
order_001871,1,prod_0271,seller_019,233.21,32.33
order_001872,1,prod_0036,seller_018,374.52,10.92
order_001872,1,prod_0492,seller_018,333.87,9.83
order_001873,1,prod_0300,seller_039,338.41,31.28
order_001874,1,prod_0065,seller_024,380.96,22.82
order_001874,1,prod_0004,seller_024,104.47,8.45
order_001875,1,prod_0257,seller_010,293.54,25.57
order_001876,1,prod_0248,seller_028,45.12,27.63
order_001877,1,prod_0113,seller_026,133.06,8.98
order_001878,1,prod_0127,seller_016,178.9,11.45
order_001878,1,prod_0428,seller_016,306.19,7.67
